POS,AGE,EXP,TEAM,GP,MIN,FGM,FGA,FG_PERCENT,x3PM,x3PA,x3P_PERCENT,FTM,FTA,FT_PERCENT,AST,STL,BLK,TOV,PF,PTS
C,21,3,WAS,11,28,2,8,0.25,0,0,NA,2,2,1,3,2,2,2,5,6
SG,30,10,MIA,42,1106,160,403,0.397,70,212,0.33,59,79,0.747,146,57,12,87,99,449
SG,22,1,MEM,15,105,12,40,0.3,4,28,0.143,2,2,1,4,6,2,5,12,30
PG,22,2,ATL,29,165,15,37,0.405,5,21,0.238,1,2,0.5,17,5,1,5,17,36
PF,25,4,DEN,60,889,108,227,0.476,43,115,0.374,38,41,0.927,80,22,14,37,84,297
C,21,1,UTA,74,1703,298,414,0.72,1,3,0.333,82,159,0.516,69,26,173,58,169,679
C,23,5,ORL,57,1690,322,613,0.525,80,225,0.356,144,195,0.738,132,30,33,106,159,868
SG,21,1,MIN,29,153,18,43,0.419,2,17,0.118,4,5,0.8,18,8,5,8,13,42
PF,25,4,LAL,68,1024,155,260,0.596,10,36,0.278,52,84,0.619,36,26,35,46,144,372
SG,36,14,MIL,52,820,58,160,0.363,39,124,0.315,24,28,0.857,34,20,13,18,71,179
SG,32,11,TOT,56,993,138,364,0.379,66,180,0.367,37,47,0.787,112,28,13,48,56,379
SG,32,11,WAS,40,782,110,285,0.386,52,138,0.377,35,45,0.778,95,17,10,45,39,307
SG,32,11,TOR,16,211,28,79,0.354,14,42,0.333,2,2,1,17,11,3,3,17,72
C,28,7,NOP,38,458,89,169,0.527,3,11,0.273,81,104,0.779,33,17,13,39,64,262
PF,27,1,WAS,10,126,17,28,0.607,0,1,0,4,10,0.4,6,6,4,8,13,38
SG,28,2,LAC,4,20,3,9,0.333,1,3,0.333,0,0,NA,5,0,0,1,2,7
SF,25,2,CHO,4,48,5,10,0.5,3,6,0.5,4,4,1,5,0,1,3,7,17
PF,24,3,MEM,61,1180,188,306,0.614,4,15,0.267,49,89,0.551,96,58,29,44,97,429
SF,28,5,BRK,58,928,114,232,0.491,60,135,0.444,34,47,0.723,48,25,17,22,80,322
C,25,5,SAS,63,1441,284,548,0.518,55,147,0.374,108,142,0.761,180,37,49,129,199,731
SG,27,9,CHI,77,2768,673,1388,0.485,204,544,0.375,363,428,0.848,327,69,18,194,159,1913
PF,22,3,DEN,53,728,110,196,0.561,17,65,0.262,40,62,0.645,18,17,23,31,105,277
SF,21,2,MEM,37,561,84,196,0.429,25,97,0.258,17,22,0.773,35,14,6,37,58,210
PF,22,3,NOP,29,956,285,469,0.608,7,19,0.368,177,248,0.714,133,32,16,99,65,754
PF,26,8,DEN,75,2376,434,834,0.52,87,260,0.335,171,230,0.743,188,44,44,133,148,1126
SF,22,1,PHI,6,17,1,5,0.2,0,1,0,0,0,NA,0,0,2,2,2,2
PG,25,4,TOT,63,1021,151,338,0.447,39,103,0.379,59,68,0.868,153,42,9,67,92,400
PG,25,4,WAS,41,663,100,214,0.467,23,67,0.343,28,35,0.8,78,24,9,39,60,251
PG,25,4,PHO,22,358,51,124,0.411,16,36,0.444,31,33,0.939,75,18,0,28,32,149
SF,22,2,BOS,52,574,72,182,0.396,31,115,0.27,21,26,0.808,22,20,5,31,70,196
SG,23,1,OKC,50,1209,156,337,0.463,42,138,0.304,62,85,0.729,68,30,10,54,93,416
SF,28,5,PHO,14,145,12,35,0.343,4,14,0.286,6,10,0.6,7,8,4,11,20,34
SG,24,1,SAC,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
SF,24,2,ORL,38,469,54,129,0.419,26,79,0.329,12,15,0.8,25,4,5,21,58,146
SG,25,1,IND,1,1,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,2
C,35,15,BOS,69,2005,266,569,0.467,89,265,0.336,80,95,0.842,232,49,92,65,130,701
SG,30,11,NYK,81,2318,285,728,0.391,157,389,0.404,217,264,0.822,239,85,26,91,215,944
SF,24,1,ORL,5,74,6,20,0.3,2,15,0.133,0,0,NA,2,1,0,4,7,14
PF,20,2,OKC,61,1233,186,456,0.408,57,197,0.289,35,50,0.7,131,39,38,94,88,464
SG,27,5,CHI,41,1147,102,256,0.398,42,126,0.333,58,73,0.795,165,71,15,57,106,304
C,28,9,SAC,39,620,94,176,0.534,6,21,0.286,41,63,0.651,45,13,25,43,100,235
SF,29,5,CHI,17,206,24,61,0.393,9,27,0.333,2,8,0.25,5,2,3,7,26,59
PF,25,4,TOT,23,167,17,39,0.436,0,4,0,7,12,0.583,9,5,0,12,18,41
PF,25,4,CHI,16,121,12,23,0.522,0,2,0,4,7,0.571,8,3,0,8,15,28
PF,25,4,WAS,3,18,2,6,0.333,0,2,0,0,1,0,0,0,0,3,0,4
PF,25,4,NOP,4,28,3,10,0.3,0,0,NA,3,4,0.75,1,2,0,1,3,9
C,19,1,HOU,72,1489,249,525,0.474,29,117,0.248,165,232,0.711,185,59,68,145,214,692
SG,24,3,LAC,69,1567,211,466,0.453,96,254,0.378,101,117,0.863,124,38,15,45,87,619
C,28,10,TOT,73,1437,247,433,0.57,0,3,0,86,164,0.524,131,78,68,115,192,580
C,28,10,PHI,49,902,128,238,0.538,0,2,0,42,82,0.512,97,56,45,79,121,298
C,28,10,BRK,24,535,119,195,0.61,0,1,0,44,82,0.537,34,22,23,36,71,282
SF,38,18,GSW,31,603,46,121,0.38,17,74,0.23,15,20,0.75,114,27,22,28,34,124
SF,26,8,GSW,73,2329,475,1019,0.466,157,399,0.393,149,235,0.634,161,76,51,111,158,1256
SG,22,4,POR,57,1681,353,797,0.443,179,442,0.405,103,116,0.888,221,30,6,115,110,988
C,28,10,LAL,40,1404,370,695,0.532,13,70,0.186,174,244,0.713,122,49,90,82,97,927
SG,20,2,MIN,72,2466,549,1245,0.441,215,602,0.357,220,280,0.786,275,105,46,190,164,1533
PF,29,2,WAS,44,463,62,109,0.569,14,26,0.538,42,52,0.808,27,5,11,18,58,180
SF,24,2,SAS,2,8,0,2,0,0,2,0,0,0,NA,2,0,0,0,0,0
SG-PG,23,2,TOT,54,844,98,289,0.339,74,249,0.297,18,21,0.857,62,28,11,27,74,288
SG,23,2,HOU,41,690,87,251,0.347,64,213,0.3,16,19,0.842,49,21,8,23,60,254
PG,23,2,TOR,13,154,11,38,0.289,10,36,0.278,2,2,1,13,7,3,4,14,34
SF,24,1,CHO,2,5,0,1,0,0,1,0,0,0,NA,0,0,0,0,1,0
SG,23,1,LAL,61,1418,146,318,0.459,53,167,0.317,99,118,0.839,110,29,20,40,87,444
SG,29,10,DEN,67,1480,146,350,0.417,79,231,0.342,32,44,0.727,90,51,6,54,121,403
SG,31,12,LAL,62,1406,148,350,0.423,82,210,0.39,16,18,0.889,47,53,9,38,118,394
SG,22,1,CHI,77,2110,278,535,0.52,70,186,0.376,53,78,0.679,256,60,29,108,182,679
SF,26,3,ORL,4,65,11,25,0.44,4,10,0.4,0,0,NA,0,0,1,0,4,26
C,24,5,MIA,56,1825,406,729,0.557,0,6,0,256,340,0.753,190,80,44,148,171,1068
SG,28,9,POR,64,1285,216,539,0.401,151,417,0.362,72,88,0.818,59,38,10,55,103,655
C,29,11,PHO,36,506,86,145,0.593,0,0,NA,38,71,0.535,23,12,26,25,70,210
C,32,12,BRK,56,958,133,313,0.425,38,145,0.262,55,76,0.724,105,27,14,31,95,359
C,33,7,DAL,23,128,42,70,0.6,1,4,0.25,13,22,0.591,3,0,3,15,24,98
C,26,7,MIL,72,2028,417,871,0.479,133,338,0.393,85,113,0.752,86,53,51,90,174,1052
SG,29,5,ATL,63,1848,342,794,0.431,169,459,0.368,97,115,0.843,194,68,14,70,132,950
PF,32,8,UTA,69,2131,422,928,0.455,181,468,0.387,223,260,0.858,120,34,1,118,116,1248
PF,22,3,DEN,14,81,15,27,0.556,1,4,0.25,2,5,0.4,5,1,2,4,4,33
SG,21,1,DEN,69,1310,230,571,0.403,131,358,0.366,107,125,0.856,191,41,20,86,153,698
PG,32,4,TOT,23,320,28,77,0.364,4,17,0.235,23,25,0.92,55,7,6,23,45,83
PG,32,4,IND,22,293,26,72,0.361,4,17,0.235,20,22,0.909,48,5,6,23,42,76
PG,32,4,WAS,1,27,2,5,0.4,0,0,NA,3,3,1,7,2,0,0,3,7
SG,28,10,WAS,40,1439,348,771,0.451,63,210,0.3,169,203,0.833,265,36,15,135,95,928
SG,20,1,LAC,51,760,125,325,0.385,34,111,0.306,59,72,0.819,51,26,13,31,43,343
PF,25,3,MEM,64,1246,288,447,0.644,5,22,0.227,85,130,0.654,86,39,68,34,122,666
PG,26,4,CLE,36,502,64,154,0.416,19,55,0.345,24,38,0.632,91,25,1,36,39,171
SF,24,6,NOP,55,1869,453,983,0.461,74,226,0.327,266,322,0.826,307,34,26,151,119,1246
PG,30,9,DAL,5,65,10,25,0.4,4,17,0.235,8,8,1,8,1,0,4,5,32
PG,22,1,POR,24,640,105,282,0.372,31,106,0.292,68,97,0.701,94,24,10,58,52,309
SF,24,1,TOT,11,197,33,72,0.458,6,21,0.286,7,13,0.538,11,10,11,11,26,79
SF,24,1,PHI,2,6,1,2,0.5,0,1,0,0,0,NA,1,1,0,2,1,2
SF,24,1,DET,9,191,32,70,0.457,6,20,0.3,7,13,0.538,10,9,11,9,25,77
SG,25,2,BOS,12,60,8,18,0.444,2,9,0.222,3,5,0.6,11,1,1,6,7,21
C,33,14,MIL,13,298,61,131,0.466,19,53,0.358,20,23,0.87,6,8,15,12,34,161
SF,25,4,BRK,72,1774,256,506,0.506,38,94,0.404,97,128,0.758,148,77,52,56,176,647
C,23,3,TOT,30,152,36,55,0.655,1,2,0.5,15,24,0.625,7,1,11,14,24,88
C,23,3,BOS,20,58,7,14,0.5,1,1,1,4,5,0.8,4,0,3,5,6,19
C,23,3,HOU,10,94,29,41,0.707,0,1,0,11,19,0.579,3,1,8,9,18,69
SG,28,6,TOT,75,1286,231,539,0.429,122,295,0.414,79,87,0.908,75,25,5,56,95,663
SG,28,6,SAS,40,676,128,296,0.432,63,151,0.417,44,49,0.898,41,17,3,33,42,363
SG,28,6,DEN,35,610,103,243,0.424,59,144,0.41,35,38,0.921,34,8,2,23,53,300
SG,29,6,TOT,81,2499,446,1098,0.406,262,716,0.366,111,127,0.874,229,73,25,153,184,1265
SG,29,6,SAC,55,1574,265,693,0.382,182,495,0.368,80,92,0.87,105,48,15,90,113,792
SG,29,6,IND,26,925,181,405,0.447,80,221,0.362,31,35,0.886,124,25,10,63,71,473
SG,34,16,BOS,1,2,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,1,0
SF,21,2,POR,58,1174,121,308,0.393,37,126,0.294,60,84,0.714,87,35,19,56,116,339
SG,30,9,TOT,62,2145,536,1164,0.46,182,469,0.388,116,170,0.682,315,70,22,127,121,1370
SG,30,9,POR,36,1267,290,665,0.436,111,289,0.384,48,68,0.706,163,36,21,70,77,739
SG,30,9,NOP,26,878,246,499,0.493,71,180,0.394,68,102,0.667,152,34,1,57,44,631
SG,20,1,DET,64,2088,429,1031,0.416,114,363,0.314,142,168,0.845,356,78,43,234,200,1114
SF,26,3,MIA,60,1372,208,410,0.507,64,155,0.413,71,93,0.763,64,58,30,52,104,551
SF,22,3,TOT,49,1012,165,408,0.404,66,184,0.359,101,112,0.902,48,47,15,57,60,497
SF,22,3,ATL,34,797,138,343,0.402,58,153,0.379,72,80,0.9,38,35,11,44,45,406
SF,22,3,NYK,15,215,27,65,0.415,8,31,0.258,29,32,0.906,10,12,4,13,15,91
SG,20,1,BRK,67,1176,218,503,0.433,47,174,0.27,87,105,0.829,78,33,8,55,66,570
PF,25,3,PHO,66,1730,279,607,0.46,166,391,0.425,98,114,0.86,99,57,16,47,113,822
SF,24,1,POR,3,46,5,14,0.357,2,6,0.333,2,2,1,3,0,1,0,7,14
SF,25,2,ATL,2,43,10,15,0.667,1,3,0.333,2,3,0.667,3,1,1,0,5,23
PG,27,7,PHO,58,1278,240,587,0.409,71,211,0.336,75,89,0.843,282,40,17,103,119,626
SG,27,6,TOT,58,1781,379,854,0.444,82,256,0.32,146,193,0.756,248,51,23,108,131,986
SG,27,6,IND,39,1214,278,622,0.447,61,189,0.323,111,146,0.76,173,35,18,75,91,728
SG,27,6,CLE,19,567,101,232,0.435,21,67,0.313,35,47,0.745,75,16,5,33,40,258
PG,24,1,TOT,5,23,1,9,0.111,0,1,0,2,2,1,5,1,0,3,0,4
PG,24,1,DAL,3,19,0,7,0,0,1,0,2,2,1,5,1,0,3,0,2
PG,24,1,DEN,2,4,1,2,0.5,0,0,NA,0,0,NA,0,0,0,0,0,2
PF,37,19,LAL,69,1793,319,723,0.441,149,397,0.375,132,159,0.83,68,47,52,59,166,919
SG,23,3,DET,4,79,9,30,0.3,4,16,0.25,1,1,1,14,2,0,5,4,23
SG,22,2,DET,9,155,19,46,0.413,4,17,0.235,10,10,1,4,5,2,6,17,52
PG,23,2,WAS,7,39,4,11,0.364,2,6,0.333,4,4,1,7,0,0,3,9,14
PG,27,1,ATL,3,13,0,4,0,0,0,NA,0,4,0,3,0,0,1,1,0
SF,26,5,CLE,66,1462,247,572,0.432,128,359,0.357,87,131,0.664,135,52,10,67,127,709
SF,25,4,PHO,6,22,1,2,0.5,0,0,NA,2,2,1,2,0,0,4,1,4
C,21,1,PHI,23,168,30,47,0.638,0,4,0,9,12,0.75,7,5,17,8,32,69
SG,24,3,TOT,22,177,10,39,0.256,1,12,0.083,9,10,0.9,6,10,4,5,18,30
SG,24,3,DAL,3,15,1,5,0.2,0,3,0,0,0,NA,1,2,1,0,2,2
SG,24,3,PHI,19,162,9,34,0.265,1,9,0.111,9,10,0.9,5,8,3,5,16,28
SG-SF,23,1,TOT,5,104,10,32,0.313,6,18,0.333,5,6,0.833,4,2,0,1,7,31
SF,23,1,LAL,2,21,1,7,0.143,0,3,0,0,0,NA,0,0,0,1,0,2
SG,23,1,ATL,3,83,9,25,0.36,6,15,0.4,5,6,0.833,4,2,0,0,7,29
C,25,5,DET,3,31,3,8,0.375,0,0,NA,5,6,0.833,0,1,0,1,6,11
C,24,4,SAC,60,1279,203,449,0.452,57,186,0.306,71,91,0.78,60,51,32,61,93,534
PF,29,5,TOR,80,1690,268,577,0.464,68,229,0.297,150,193,0.777,25,49,75,42,174,754
PG,26,4,GSW,34,372,24,81,0.296,17,53,0.321,2,3,0.667,65,13,0,32,32,67
SG,24,1,IND,55,1541,268,621,0.432,94,255,0.369,90,112,0.804,114,56,10,90,95,720
PG,36,17,PHO,65,2139,363,736,0.493,63,199,0.317,169,202,0.837,702,121,20,153,134,958
PF,25,3,TOT,10,91,8,15,0.533,0,0,NA,10,12,0.833,7,0,1,8,20,26
PF,25,3,MIN,1,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
PF,25,3,MIA,9,88,8,15,0.533,0,0,NA,10,12,0.833,7,0,1,8,20,26
C,26,6,HOU,68,2094,440,878,0.501,131,336,0.39,207,332,0.623,155,54,65,126,171,1218
PF,23,2,ORL,70,1749,216,575,0.376,118,371,0.318,55,65,0.846,118,97,42,57,95,605
C,27,8,ATL,74,2042,370,604,0.613,0,1,0,80,169,0.473,92,55,93,44,166,820
PG,21,3,CHI,61,1675,279,644,0.433,136,353,0.385,78,91,0.857,176,29,11,70,137,772
SF,26,3,CHO,71,1866,204,423,0.482,61,159,0.384,75,107,0.701,179,88,32,61,116,544
C,29,9,POR,27,355,51,90,0.567,0,4,0,38,49,0.776,22,8,6,19,56,140
PG,21,2,ORL,65,2059,357,912,0.391,132,391,0.338,216,253,0.854,369,46,17,170,171,1062
SG,23,4,CLE,11,316,68,151,0.45,11,45,0.244,29,39,0.744,23,10,0,31,25,176
SF,22,1,WAS,77,1801,234,514,0.455,112,320,0.35,54,62,0.871,85,35,22,50,93,634
PG,30,11,DET,65,1600,178,400,0.445,65,157,0.414,100,113,0.885,237,42,17,85,147,521
SG,28,1,WAS,3,19,3,4,0.75,0,1,0,0,0,NA,1,4,0,1,7,6
PG,25,7,MIN,65,2077,401,975,0.411,176,518,0.34,198,240,0.825,460,62,22,165,130,1176
PG,34,14,TOT,55,883,94,222,0.423,68,164,0.415,38,43,0.884,107,17,1,56,39,294
PG,34,14,HOU,34,510,55,136,0.404,39,96,0.406,33,38,0.868,74,10,0,45,17,182
PG,34,14,LAL,21,373,39,86,0.453,29,68,0.426,5,5,1,33,7,1,11,22,112
PF,25,5,TOR,4,54,11,15,0.733,0,2,0,8,10,0.8,5,5,1,2,6,30
SG,24,3,MEM,3,9,1,2,0.5,0,1,0,0,0,NA,1,0,0,0,1,2
SG,19,1,HOU,24,261,27,67,0.403,7,26,0.269,16,30,0.533,40,15,0,26,21,77
SG,26,2,MEM,6,16,2,6,0.333,2,6,0.333,0,0,NA,1,1,0,0,1,6
PG,22,1,TOR,64,696,83,202,0.411,13,51,0.255,26,44,0.591,99,28,10,53,68,205
C,26,6,SAC,56,1017,175,266,0.658,10,29,0.345,94,131,0.718,69,26,47,59,130,454
PG,31,10,POR,29,1056,222,552,0.402,92,284,0.324,159,181,0.878,212,17,11,83,37,695
SG,29,5,GSW,63,1256,169,383,0.441,63,187,0.337,66,75,0.88,63,39,6,38,95,467
SG,27,5,NYK,2,21,2,4,0.5,0,1,0,0,0,NA,1,0,0,0,0,4
C,23,3,WAS,72,1444,285,411,0.693,0,1,0,107,153,0.699,68,30,99,65,170,677
C,22,2,TOR,3,27,3,6,0.5,0,1,0,3,5,0.6,0,0,2,0,1,9
C,29,5,TOT,47,977,151,291,0.519,33,107,0.308,49,72,0.681,41,20,31,46,111,384
C,29,5,HOU,26,584,84,179,0.469,23,79,0.291,27,40,0.675,20,11,17,31,62,218
C,29,5,BOS,21,393,67,112,0.598,10,28,0.357,22,32,0.688,21,9,14,15,49,166
PF,33,13,ATL,66,1672,259,597,0.434,112,294,0.381,141,156,0.904,101,28,12,38,93,771
SF,34,13,PHI,62,1353,126,320,0.394,103,271,0.38,11,14,0.786,64,60,37,45,105,366
SF,28,6,TOT,42,727,80,198,0.404,44,117,0.376,44,58,0.759,44,21,17,33,51,248
SF,28,6,HOU,16,233,25,74,0.338,10,34,0.294,17,19,0.895,19,5,5,18,16,77
SF,28,6,NYK,1,3,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0
SF,28,6,UTA,25,491,55,123,0.447,34,82,0.415,27,39,0.692,25,16,12,15,35,171
PF,21,3,OKC,69,1924,274,649,0.422,80,269,0.297,117,170,0.688,97,58,70,90,68,745
PG,22,3,CLE,68,2430,542,1173,0.462,174,454,0.383,215,241,0.892,583,89,7,248,115,1473
PG,34,11,LAL,3,37,2,7,0.286,0,3,0,0,0,NA,2,1,0,1,5,4
PG,22,1,BRK,22,341,39,108,0.361,9,37,0.243,17,21,0.81,17,14,7,9,36,104
SG,20,1,TOR,2,2,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0
SF,29,6,HOU,46,609,85,176,0.483,15,49,0.306,48,67,0.716,35,28,20,21,55,233
PG,23,1,SAC,75,2076,352,843,0.418,101,320,0.316,56,85,0.659,313,55,24,114,141,861
SG,26,3,DEN,48,668,81,161,0.503,37,86,0.43,10,15,0.667,53,24,9,16,63,209
PF,20,1,BRK,32,391,86,149,0.577,2,7,0.286,24,41,0.585,17,10,15,30,60,198
PG,24,5,SAC,59,2083,516,1092,0.473,74,249,0.297,261,348,0.75,330,68,25,168,172,1367
SF,24,3,ATL,53,1577,254,575,0.442,74,195,0.379,127,166,0.765,68,36,21,69,155,709
SG,23,4,MEM,73,1657,281,695,0.404,139,372,0.374,90,120,0.75,194,104,39,112,128,791
C,33,14,TOT,48,622,92,143,0.643,0,0,NA,22,40,0.55,21,12,35,37,71,206
C,33,14,LAL,32,408,60,89,0.674,0,0,NA,12,26,0.462,13,10,26,21,50,132
C,33,14,PHI,16,214,32,54,0.593,0,0,NA,10,14,0.714,8,2,9,16,21,74
SF,27,6,TOT,56,1026,124,221,0.561,15,36,0.417,21,35,0.6,66,49,25,31,113,284
SF,27,6,BRK,48,949,121,213,0.568,15,36,0.417,21,35,0.6,60,47,25,30,104,278
SF,27,6,MIL,8,77,3,8,0.375,0,0,NA,0,0,NA,6,2,0,1,9,6
SG,24,1,IND,1,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
PF,32,13,CHI,76,2743,774,1535,0.504,50,142,0.352,520,593,0.877,374,68,24,181,178,2118
C,31,11,TOT,48,718,149,324,0.46,37,122,0.303,95,125,0.76,71,35,21,85,139,430
C,31,11,MIL,17,287,55,118,0.466,13,48,0.271,31,38,0.816,18,16,8,16,46,154
C,31,11,DEN,31,431,94,206,0.456,24,74,0.324,64,87,0.736,53,19,13,69,93,276
PF,25,3,CLE,51,980,99,217,0.456,51,142,0.359,20,30,0.667,52,29,7,16,88,269
C,23,4,PHO,58,1713,442,697,0.634,7,19,0.368,106,142,0.746,84,40,40,91,142,997
SG,21,2,DET,3,27,1,10,0.1,1,7,0.143,0,0,NA,1,3,1,0,4,3
PG,25,5,SAS,68,2366,573,1241,0.462,96,294,0.327,196,247,0.794,627,138,23,180,138,1438
SG,29,7,ATL,77,1452,122,269,0.454,44,116,0.379,54,63,0.857,188,93,19,45,56,342
SF,21,2,WAS,82,1984,250,579,0.432,82,259,0.317,103,136,0.757,167,59,44,87,190,685
SG-PG,28,9,TOT,64,1837,312,724,0.431,86,250,0.344,157,184,0.853,296,53,8,143,154,867
SG,28,9,BOS,49,1433,257,584,0.44,67,192,0.349,123,145,0.848,208,41,5,104,116,704
PG,28,9,HOU,15,404,55,140,0.393,19,58,0.328,34,39,0.872,88,12,3,39,38,163
PG,24,5,POR,37,638,79,189,0.418,6,27,0.222,42,64,0.656,132,45,12,51,52,206
SG,28,5,TOT,24,222,25,66,0.379,19,47,0.404,0,0,NA,11,8,0,12,20,69
SG,28,5,CLE,22,204,23,62,0.371,18,44,0.409,0,0,NA,11,7,0,10,17,64
SG,28,5,UTA,2,18,2,4,0.5,1,3,0.333,0,0,NA,0,1,0,2,3,5
C,30,12,OKC,39,653,94,182,0.516,2,16,0.125,16,25,0.64,25,17,12,9,62,206
PF,24,6,CHI,51,899,105,195,0.538,20,61,0.328,56,70,0.8,30,25,33,30,105,286
PG,33,13,NYK,26,636,122,274,0.445,37,92,0.402,30,31,0.968,103,22,12,39,15,311
PG,26,3,DET,3,108,6,26,0.231,3,13,0.231,4,4,1,21,7,4,11,8,19
SG,27,5,TOT,75,2199,337,800,0.421,115,369,0.312,203,235,0.864,366,64,58,119,172,992
SG,27,5,SAS,49,1486,243,570,0.426,81,258,0.314,139,160,0.869,274,49,42,87,116,706
SG,27,5,BOS,26,713,94,230,0.409,34,111,0.306,64,75,0.853,92,15,16,32,56,286
SG,23,2,MEM,76,2266,508,1101,0.461,228,523,0.436,140,155,0.903,208,92,29,111,196,1384
SG,25,7,PHO,68,2345,662,1421,0.466,183,478,0.383,315,363,0.868,329,77,26,162,180,1822
PG,25,2,ORL,5,145,15,44,0.341,15,37,0.405,5,7,0.714,10,5,3,5,9,50
SF,21,2,SAS,71,1937,326,764,0.427,137,380,0.361,83,99,0.838,136,76,41,58,143,872
PG,22,2,CHI,11,85,11,23,0.478,2,9,0.222,5,9,0.556,15,1,0,5,11,29
PF,25,3,SAS,15,121,21,31,0.677,0,0,NA,4,7,0.571,6,8,7,3,16,46
PG,26,4,NOP,76,2162,296,815,0.363,192,563,0.341,118,140,0.843,316,71,12,105,95,902
C,32,9,MIA,67,1065,164,290,0.566,19,47,0.404,75,100,0.75,47,24,42,70,174,422
SG-SF,22,2,TOT,9,129,12,33,0.364,9,23,0.391,2,2,1,5,2,2,5,13,35
SF,22,2,NOP,2,7,0,3,0,0,3,0,0,0,NA,1,0,0,0,0,0
SG,22,2,POR,7,122,12,30,0.4,9,20,0.45,2,2,1,4,2,2,5,13,35
SF,26,5,MEM,32,885,227,526,0.432,46,149,0.309,90,106,0.849,88,36,8,50,105,590
PF-C,25,6,TOT,62,2136,443,773,0.573,39,125,0.312,246,332,0.741,323,59,27,195,203,1171
PF,25,6,IND,47,1632,331,571,0.58,35,108,0.324,191,258,0.74,236,46,22,143,146,888
C,25,6,SAC,15,504,112,202,0.554,4,17,0.235,55,74,0.743,87,13,5,52,57,283
SG,25,5,UTA,67,2266,617,1376,0.448,232,654,0.355,267,313,0.853,358,99,12,200,164,1733
SG,25,4,TOT,42,1006,118,336,0.351,74,218,0.339,70,83,0.843,118,48,8,72,69,380
SG,25,4,MIL,17,341,39,118,0.331,21,74,0.284,23,27,0.852,29,11,3,28,26,122
SG,25,4,SAC,25,665,79,218,0.362,53,144,0.368,47,56,0.839,89,37,5,44,43,258
PF,28,6,DAL,80,2644,326,692,0.471,172,435,0.395,56,83,0.675,150,88,39,80,183,880
PF,30,8,SAS,51,1223,215,465,0.462,108,256,0.422,40,51,0.784,64,13,6,43,79,578
PF,31,10,GSW,46,1329,135,257,0.525,16,54,0.296,60,91,0.659,320,61,50,139,136,346
C,24,4,TOT,71,1245,221,371,0.596,5,23,0.217,99,130,0.762,85,31,40,81,122,546
C,24,4,SAS,49,595,84,159,0.528,1,8,0.125,59,79,0.747,50,13,30,46,61,228
C,24,4,POR,22,650,137,212,0.646,4,15,0.267,40,51,0.784,35,18,10,35,61,318
PG,21,1,IND,48,968,173,427,0.405,81,215,0.377,46,61,0.754,85,26,3,57,66,473
SG,27,4,MIA,79,2043,290,726,0.399,232,624,0.372,51,61,0.836,129,42,14,60,201,863
C,36,18,LAL,60,971,134,219,0.612,8,15,0.533,96,146,0.658,35,34,36,47,115,372
C,30,8,DAL,82,1798,269,401,0.671,13,37,0.351,166,212,0.783,97,37,39,64,220,717
SF,25,2,CLE,50,459,37,98,0.378,21,70,0.3,15,18,0.833,34,14,3,16,47,110
PF,29,6,TOT,56,807,99,275,0.36,77,230,0.335,36,40,0.9,31,17,12,19,85,311
PF,29,6,WAS,34,501,60,171,0.351,46,144,0.319,28,30,0.933,16,11,6,14,55,194
PF,29,6,DAL,22,306,39,104,0.375,31,86,0.36,8,10,0.8,15,6,6,5,30,117
C,32,12,CLE,31,201,11,16,0.688,0,0,NA,6,14,0.429,7,3,9,5,33,28
PG,27,8,PHO,50,549,67,175,0.383,4,18,0.222,12,32,0.375,99,25,6,47,38,150
SG-SF,23,2,TOT,36,434,47,144,0.326,25,95,0.263,7,9,0.778,22,14,8,17,39,126
SF,23,2,UTA,14,112,15,36,0.417,10,28,0.357,3,3,1,6,4,1,7,7,43
SG,23,2,POR,22,322,32,108,0.296,15,67,0.224,4,6,0.667,16,10,7,10,32,83
PF,25,2,PHO,3,18,0,5,0,0,0,NA,0,0,NA,2,1,0,5,4,0
PG,25,6,SAC,2,11,0,2,0,0,0,NA,3,4,0.75,4,1,0,1,1,3
C,29,11,BOS,35,411,51,97,0.526,2,5,0.4,24,28,0.857,8,5,14,20,42,128
PG,32,12,LAC,54,1361,197,468,0.421,51,163,0.313,89,117,0.761,225,69,19,116,85,534
SG,33,14,HOU,57,1669,268,564,0.475,124,301,0.412,105,135,0.778,154,28,18,107,63,765
PF,25,3,UTA,58,736,114,235,0.485,40,108,0.37,66,86,0.767,36,9,5,27,51,334
SF,24,1,DAL,4,18,2,5,0.4,1,2,0.5,2,4,0.5,2,0,0,0,2,7
SG,29,10,NYK,80,2358,402,965,0.417,241,619,0.389,80,113,0.708,171,79,20,105,180,1125
PF,20,1,CLE,69,2331,422,830,0.508,23,92,0.25,167,252,0.663,174,56,115,133,147,1034
PG,30,2,DEN,65,1184,107,296,0.361,58,193,0.301,60,78,0.769,220,63,23,67,124,332
SF,22,1,NYK,2,8,0,2,0,0,0,NA,0,0,NA,1,1,0,1,1,0
PG,23,4,DET,53,1164,194,483,0.402,86,279,0.308,86,104,0.827,55,27,9,38,89,560
